waveform,label,sample_rate,ID
101_lead_I.pkl,101_lead_I.pkl,500,101
101_lead_II.pkl,101_lead_II.pkl,500,101
101_lead_III.pkl,101_lead_III.pkl,500,101
101_lead_V1.pkl,101_lead_V1.pkl,500,101
101_lead_V2.pkl,101_lead_V2.pkl,500,101
101_lead_V3.pkl,101_lead_V3.pkl,500,101
101_lead_V4.pkl,101_lead_V4.pkl,500,101
101_lead_V5.pkl,101_lead_V5.pkl,500,101
101_lead_V6.pkl,101_lead_V6.pkl,500,101
101_lead_aVF.pkl,101_lead_aVF.pkl,500,101
101_lead_aVL.pkl,101_lead_aVL.pkl,500,101
101_lead_aVR.pkl,101_lead_aVR.pkl,500,101
106_lead_I.pkl,106_lead_I.pkl,500,106
106_lead_II.pkl,106_lead_II.pkl,500,106
106_lead_III.pkl,106_lead_III.pkl,500,106
106_lead_V1.pkl,106_lead_V1.pkl,500,106
106_lead_V2.pkl,106_lead_V2.pkl,500,106
106_lead_V3.pkl,106_lead_V3.pkl,500,106
106_lead_V4.pkl,106_lead_V4.pkl,500,106
106_lead_V5.pkl,106_lead_V5.pkl,500,106
106_lead_V6.pkl,106_lead_V6.pkl,500,106
106_lead_aVF.pkl,106_lead_aVF.pkl,500,106
106_lead_aVL.pkl,106_lead_aVL.pkl,500,106
106_lead_aVR.pkl,106_lead_aVR.pkl,500,106
119_lead_I.pkl,119_lead_I.pkl,500,119
119_lead_II.pkl,119_lead_II.pkl,500,119
119_lead_III.pkl,119_lead_III.pkl,500,119
119_lead_V1.pkl,119_lead_V1.pkl,500,119
119_lead_V2.pkl,119_lead_V2.pkl,500,119
119_lead_V3.pkl,119_lead_V3.pkl,500,119
119_lead_V4.pkl,119_lead_V4.pkl,500,119
119_lead_V5.pkl,119_lead_V5.pkl,500,119
119_lead_V6.pkl,119_lead_V6.pkl,500,119
119_lead_aVF.pkl,119_lead_aVF.pkl,500,119
119_lead_aVL.pkl,119_lead_aVL.pkl,500,119
119_lead_aVR.pkl,119_lead_aVR.pkl,500,119
121_lead_I.pkl,121_lead_I.pkl,500,121
121_lead_II.pkl,121_lead_II.pkl,500,121
121_lead_III.pkl,121_lead_III.pkl,500,121
121_lead_V1.pkl,121_lead_V1.pkl,500,121
121_lead_V2.pkl,121_lead_V2.pkl,500,121
121_lead_V3.pkl,121_lead_V3.pkl,500,121
121_lead_V4.pkl,121_lead_V4.pkl,500,121
121_lead_V5.pkl,121_lead_V5.pkl,500,121
121_lead_V6.pkl,121_lead_V6.pkl,500,121
121_lead_aVF.pkl,121_lead_aVF.pkl,500,121
121_lead_aVL.pkl,121_lead_aVL.pkl,500,121
121_lead_aVR.pkl,121_lead_aVR.pkl,500,121
127_lead_I.pkl,127_lead_I.pkl,500,127
127_lead_II.pkl,127_lead_II.pkl,500,127
127_lead_III.pkl,127_lead_III.pkl,500,127
127_lead_V1.pkl,127_lead_V1.pkl,500,127
127_lead_V2.pkl,127_lead_V2.pkl,500,127
127_lead_V3.pkl,127_lead_V3.pkl,500,127
127_lead_V4.pkl,127_lead_V4.pkl,500,127
127_lead_V5.pkl,127_lead_V5.pkl,500,127
127_lead_V6.pkl,127_lead_V6.pkl,500,127
127_lead_aVF.pkl,127_lead_aVF.pkl,500,127
127_lead_aVL.pkl,127_lead_aVL.pkl,500,127
127_lead_aVR.pkl,127_lead_aVR.pkl,500,127
146_lead_I.pkl,146_lead_I.pkl,500,146
146_lead_II.pkl,146_lead_II.pkl,500,146
146_lead_III.pkl,146_lead_III.pkl,500,146
146_lead_V1.pkl,146_lead_V1.pkl,500,146
146_lead_V2.pkl,146_lead_V2.pkl,500,146
146_lead_V3.pkl,146_lead_V3.pkl,500,146
146_lead_V4.pkl,146_lead_V4.pkl,500,146
146_lead_V5.pkl,146_lead_V5.pkl,500,146
146_lead_V6.pkl,146_lead_V6.pkl,500,146
146_lead_aVF.pkl,146_lead_aVF.pkl,500,146
146_lead_aVL.pkl,146_lead_aVL.pkl,500,146
146_lead_aVR.pkl,146_lead_aVR.pkl,500,146
161_lead_I.pkl,161_lead_I.pkl,500,161
161_lead_II.pkl,161_lead_II.pkl,500,161
161_lead_III.pkl,161_lead_III.pkl,500,161
161_lead_V1.pkl,161_lead_V1.pkl,500,161
161_lead_V2.pkl,161_lead_V2.pkl,500,161
161_lead_V3.pkl,161_lead_V3.pkl,500,161
161_lead_V4.pkl,161_lead_V4.pkl,500,161
161_lead_V5.pkl,161_lead_V5.pkl,500,161
161_lead_V6.pkl,161_lead_V6.pkl,500,161
161_lead_aVF.pkl,161_lead_aVF.pkl,500,161
161_lead_aVL.pkl,161_lead_aVL.pkl,500,161
161_lead_aVR.pkl,161_lead_aVR.pkl,500,161
182_lead_I.pkl,182_lead_I.pkl,500,182
182_lead_II.pkl,182_lead_II.pkl,500,182
182_lead_III.pkl,182_lead_III.pkl,500,182
182_lead_V1.pkl,182_lead_V1.pkl,500,182
182_lead_V2.pkl,182_lead_V2.pkl,500,182
182_lead_V3.pkl,182_lead_V3.pkl,500,182
182_lead_V4.pkl,182_lead_V4.pkl,500,182
182_lead_V5.pkl,182_lead_V5.pkl,500,182
182_lead_V6.pkl,182_lead_V6.pkl,500,182
182_lead_aVF.pkl,182_lead_aVF.pkl,500,182
182_lead_aVL.pkl,182_lead_aVL.pkl,500,182
182_lead_aVR.pkl,182_lead_aVR.pkl,500,182
19_lead_I.pkl,19_lead_I.pkl,500,19
19_lead_II.pkl,19_lead_II.pkl,500,19
19_lead_III.pkl,19_lead_III.pkl,500,19
19_lead_V1.pkl,19_lead_V1.pkl,500,19
19_lead_V2.pkl,19_lead_V2.pkl,500,19
19_lead_V3.pkl,19_lead_V3.pkl,500,19
19_lead_V4.pkl,19_lead_V4.pkl,500,19
19_lead_V5.pkl,19_lead_V5.pkl,500,19
19_lead_V6.pkl,19_lead_V6.pkl,500,19
19_lead_aVF.pkl,19_lead_aVF.pkl,500,19
19_lead_aVL.pkl,19_lead_aVL.pkl,500,19
19_lead_aVR.pkl,19_lead_aVR.pkl,500,19
197_lead_I.pkl,197_lead_I.pkl,500,197
197_lead_II.pkl,197_lead_II.pkl,500,197
197_lead_III.pkl,197_lead_III.pkl,500,197
