waveform,label,sample_rate,ID
1_lead_I.pkl,1_lead_I.pkl,500,1
1_lead_II.pkl,1_lead_II.pkl,500,1
1_lead_III.pkl,1_lead_III.pkl,500,1
1_lead_V1.pkl,1_lead_V1.pkl,500,1
1_lead_V2.pkl,1_lead_V2.pkl,500,1
1_lead_V3.pkl,1_lead_V3.pkl,500,1
1_lead_V4.pkl,1_lead_V4.pkl,500,1
1_lead_V5.pkl,1_lead_V5.pkl,500,1
1_lead_V6.pkl,1_lead_V6.pkl,500,1
1_lead_aVF.pkl,1_lead_aVF.pkl,500,1
1_lead_aVL.pkl,1_lead_aVL.pkl,500,1
1_lead_aVR.pkl,1_lead_aVR.pkl,500,1
100_lead_I.pkl,100_lead_I.pkl,500,100
100_lead_II.pkl,100_lead_II.pkl,500,100
100_lead_III.pkl,100_lead_III.pkl,500,100
100_lead_V1.pkl,100_lead_V1.pkl,500,100
100_lead_V2.pkl,100_lead_V2.pkl,500,100
100_lead_V3.pkl,100_lead_V3.pkl,500,100
100_lead_V4.pkl,100_lead_V4.pkl,500,100
100_lead_V5.pkl,100_lead_V5.pkl,500,100
100_lead_V6.pkl,100_lead_V6.pkl,500,100
100_lead_aVF.pkl,100_lead_aVF.pkl,500,100
100_lead_aVL.pkl,100_lead_aVL.pkl,500,100
100_lead_aVR.pkl,100_lead_aVR.pkl,500,100
101_lead_I.pkl,101_lead_I.pkl,500,101
101_lead_II.pkl,101_lead_II.pkl,500,101
101_lead_III.pkl,101_lead_III.pkl,500,101
101_lead_V1.pkl,101_lead_V1.pkl,500,101
101_lead_V2.pkl,101_lead_V2.pkl,500,101
101_lead_V3.pkl,101_lead_V3.pkl,500,101
101_lead_V4.pkl,101_lead_V4.pkl,500,101
101_lead_V5.pkl,101_lead_V5.pkl,500,101
101_lead_V6.pkl,101_lead_V6.pkl,500,101
101_lead_aVF.pkl,101_lead_aVF.pkl,500,101
101_lead_aVL.pkl,101_lead_aVL.pkl,500,101
101_lead_aVR.pkl,101_lead_aVR.pkl,500,101
106_lead_I.pkl,106_lead_I.pkl,500,106
106_lead_II.pkl,106_lead_II.pkl,500,106
106_lead_III.pkl,106_lead_III.pkl,500,106
106_lead_V1.pkl,106_lead_V1.pkl,500,106
106_lead_V2.pkl,106_lead_V2.pkl,500,106
106_lead_V3.pkl,106_lead_V3.pkl,500,106
106_lead_V4.pkl,106_lead_V4.pkl,500,106
106_lead_V5.pkl,106_lead_V5.pkl,500,106
106_lead_V6.pkl,106_lead_V6.pkl,500,106
106_lead_aVF.pkl,106_lead_aVF.pkl,500,106
106_lead_aVL.pkl,106_lead_aVL.pkl,500,106
106_lead_aVR.pkl,106_lead_aVR.pkl,500,106
108_lead_I.pkl,108_lead_I.pkl,500,108
108_lead_II.pkl,108_lead_II.pkl,500,108
108_lead_III.pkl,108_lead_III.pkl,500,108
108_lead_V1.pkl,108_lead_V1.pkl,500,108
108_lead_V2.pkl,108_lead_V2.pkl,500,108
108_lead_V3.pkl,108_lead_V3.pkl,500,108
108_lead_V4.pkl,108_lead_V4.pkl,500,108
108_lead_V5.pkl,108_lead_V5.pkl,500,108
108_lead_V6.pkl,108_lead_V6.pkl,500,108
108_lead_aVF.pkl,108_lead_aVF.pkl,500,108
108_lead_aVL.pkl,108_lead_aVL.pkl,500,108
108_lead_aVR.pkl,108_lead_aVR.pkl,500,108
110_lead_I.pkl,110_lead_I.pkl,500,110
110_lead_II.pkl,110_lead_II.pkl,500,110
110_lead_III.pkl,110_lead_III.pkl,500,110
110_lead_V1.pkl,110_lead_V1.pkl,500,110
110_lead_V2.pkl,110_lead_V2.pkl,500,110
110_lead_V3.pkl,110_lead_V3.pkl,500,110
110_lead_V4.pkl,110_lead_V4.pkl,500,110
110_lead_V5.pkl,110_lead_V5.pkl,500,110
110_lead_V6.pkl,110_lead_V6.pkl,500,110
110_lead_aVF.pkl,110_lead_aVF.pkl,500,110
110_lead_aVL.pkl,110_lead_aVL.pkl,500,110
110_lead_aVR.pkl,110_lead_aVR.pkl,500,110
119_lead_I.pkl,119_lead_I.pkl,500,119
119_lead_II.pkl,119_lead_II.pkl,500,119
119_lead_III.pkl,119_lead_III.pkl,500,119
119_lead_V1.pkl,119_lead_V1.pkl,500,119
119_lead_V2.pkl,119_lead_V2.pkl,500,119
119_lead_V3.pkl,119_lead_V3.pkl,500,119
119_lead_V4.pkl,119_lead_V4.pkl,500,119
119_lead_V5.pkl,119_lead_V5.pkl,500,119
119_lead_V6.pkl,119_lead_V6.pkl,500,119
119_lead_aVF.pkl,119_lead_aVF.pkl,500,119
119_lead_aVL.pkl,119_lead_aVL.pkl,500,119
119_lead_aVR.pkl,119_lead_aVR.pkl,500,119
121_lead_I.pkl,121_lead_I.pkl,500,121
121_lead_II.pkl,121_lead_II.pkl,500,121
121_lead_III.pkl,121_lead_III.pkl,500,121
121_lead_V1.pkl,121_lead_V1.pkl,500,121
121_lead_V2.pkl,121_lead_V2.pkl,500,121
121_lead_V3.pkl,121_lead_V3.pkl,500,121
121_lead_V4.pkl,121_lead_V4.pkl,500,121
121_lead_V5.pkl,121_lead_V5.pkl,500,121
121_lead_V6.pkl,121_lead_V6.pkl,500,121
121_lead_aVF.pkl,121_lead_aVF.pkl,500,121
121_lead_aVL.pkl,121_lead_aVL.pkl,500,121
121_lead_aVR.pkl,121_lead_aVR.pkl,500,121
127_lead_I.pkl,127_lead_I.pkl,500,127
127_lead_II.pkl,127_lead_II.pkl,500,127
127_lead_III.pkl,127_lead_III.pkl,500,127
127_lead_V1.pkl,127_lead_V1.pkl,500,127
127_lead_V2.pkl,127_lead_V2.pkl,500,127
127_lead_V3.pkl,127_lead_V3.pkl,500,127
127_lead_V4.pkl,127_lead_V4.pkl,500,127
127_lead_V5.pkl,127_lead_V5.pkl,500,127
127_lead_V6.pkl,127_lead_V6.pkl,500,127
127_lead_aVF.pkl,127_lead_aVF.pkl,500,127
127_lead_aVL.pkl,127_lead_aVL.pkl,500,127
127_lead_aVR.pkl,127_lead_aVR.pkl,500,127
133_lead_I.pkl,133_lead_I.pkl,500,133
133_lead_II.pkl,133_lead_II.pkl,500,133
133_lead_III.pkl,133_lead_III.pkl,500,133
133_lead_V1.pkl,133_lead_V1.pkl,500,133
133_lead_V2.pkl,133_lead_V2.pkl,500,133
133_lead_V3.pkl,133_lead_V3.pkl,500,133
133_lead_V4.pkl,133_lead_V4.pkl,500,133
133_lead_V5.pkl,133_lead_V5.pkl,500,133
133_lead_V6.pkl,133_lead_V6.pkl,500,133
133_lead_aVF.pkl,133_lead_aVF.pkl,500,133
133_lead_aVL.pkl,133_lead_aVL.pkl,500,133
133_lead_aVR.pkl,133_lead_aVR.pkl,500,133
137_lead_I.pkl,137_lead_I.pkl,500,137
137_lead_II.pkl,137_lead_II.pkl,500,137
137_lead_III.pkl,137_lead_III.pkl,500,137
137_lead_V1.pkl,137_lead_V1.pkl,500,137
137_lead_V2.pkl,137_lead_V2.pkl,500,137
137_lead_V3.pkl,137_lead_V3.pkl,500,137
137_lead_V4.pkl,137_lead_V4.pkl,500,137
137_lead_V5.pkl,137_lead_V5.pkl,500,137
137_lead_V6.pkl,137_lead_V6.pkl,500,137
137_lead_aVF.pkl,137_lead_aVF.pkl,500,137
137_lead_aVL.pkl,137_lead_aVL.pkl,500,137
137_lead_aVR.pkl,137_lead_aVR.pkl,500,137
146_lead_I.pkl,146_lead_I.pkl,500,146
146_lead_II.pkl,146_lead_II.pkl,500,146
146_lead_III.pkl,146_lead_III.pkl,500,146
146_lead_V1.pkl,146_lead_V1.pkl,500,146
146_lead_V2.pkl,146_lead_V2.pkl,500,146
146_lead_V3.pkl,146_lead_V3.pkl,500,146
146_lead_V4.pkl,146_lead_V4.pkl,500,146
146_lead_V5.pkl,146_lead_V5.pkl,500,146
146_lead_V6.pkl,146_lead_V6.pkl,500,146
146_lead_aVF.pkl,146_lead_aVF.pkl,500,146
146_lead_aVL.pkl,146_lead_aVL.pkl,500,146
146_lead_aVR.pkl,146_lead_aVR.pkl,500,146
161_lead_I.pkl,161_lead_I.pkl,500,161
161_lead_II.pkl,161_lead_II.pkl,500,161
161_lead_III.pkl,161_lead_III.pkl,500,161
161_lead_V1.pkl,161_lead_V1.pkl,500,161
161_lead_V2.pkl,161_lead_V2.pkl,500,161
161_lead_V3.pkl,161_lead_V3.pkl,500,161
161_lead_V4.pkl,161_lead_V4.pkl,500,161
161_lead_V5.pkl,161_lead_V5.pkl,500,161
161_lead_V6.pkl,161_lead_V6.pkl,500,161
161_lead_aVF.pkl,161_lead_aVF.pkl,500,161
161_lead_aVL.pkl,161_lead_aVL.pkl,500,161
161_lead_aVR.pkl,161_lead_aVR.pkl,500,161
165_lead_I.pkl,165_lead_I.pkl,500,165
165_lead_II.pkl,165_lead_II.pkl,500,165
165_lead_III.pkl,165_lead_III.pkl,500,165
165_lead_V1.pkl,165_lead_V1.pkl,500,165
165_lead_V2.pkl,165_lead_V2.pkl,500,165
165_lead_V3.pkl,165_lead_V3.pkl,500,165
165_lead_V4.pkl,165_lead_V4.pkl,500,165
165_lead_V5.pkl,165_lead_V5.pkl,500,165
165_lead_V6.pkl,165_lead_V6.pkl,500,165
165_lead_aVF.pkl,165_lead_aVF.pkl,500,165
165_lead_aVL.pkl,165_lead_aVL.pkl,500,165
165_lead_aVR.pkl,165_lead_aVR.pkl,500,165
178_lead_I.pkl,178_lead_I.pkl,500,178
178_lead_II.pkl,178_lead_II.pkl,500,178
178_lead_III.pkl,178_lead_III.pkl,500,178
178_lead_V1.pkl,178_lead_V1.pkl,500,178
178_lead_V2.pkl,178_lead_V2.pkl,500,178
178_lead_V3.pkl,178_lead_V3.pkl,500,178
178_lead_V4.pkl,178_lead_V4.pkl,500,178
178_lead_V5.pkl,178_lead_V5.pkl,500,178
178_lead_V6.pkl,178_lead_V6.pkl,500,178
178_lead_aVF.pkl,178_lead_aVF.pkl,500,178
178_lead_aVL.pkl,178_lead_aVL.pkl,500,178
178_lead_aVR.pkl,178_lead_aVR.pkl,500,178
182_lead_I.pkl,182_lead_I.pkl,500,182
182_lead_II.pkl,182_lead_II.pkl,500,182
182_lead_III.pkl,182_lead_III.pkl,500,182
182_lead_V1.pkl,182_lead_V1.pkl,500,182
182_lead_V2.pkl,182_lead_V2.pkl,500,182
182_lead_V3.pkl,182_lead_V3.pkl,500,182
182_lead_V4.pkl,182_lead_V4.pkl,500,182
182_lead_V5.pkl,182_lead_V5.pkl,500,182
182_lead_V6.pkl,182_lead_V6.pkl,500,182
182_lead_aVF.pkl,182_lead_aVF.pkl,500,182
182_lead_aVL.pkl,182_lead_aVL.pkl,500,182
182_lead_aVR.pkl,182_lead_aVR.pkl,500,182
19_lead_I.pkl,19_lead_I.pkl,500,19
19_lead_II.pkl,19_lead_II.pkl,500,19
19_lead_III.pkl,19_lead_III.pkl,500,19
19_lead_V1.pkl,19_lead_V1.pkl,500,19
19_lead_V2.pkl,19_lead_V2.pkl,500,19
19_lead_V3.pkl,19_lead_V3.pkl,500,19
19_lead_V4.pkl,19_lead_V4.pkl,500,19
19_lead_V5.pkl,19_lead_V5.pkl,500,19
19_lead_V6.pkl,19_lead_V6.pkl,500,19
19_lead_aVF.pkl,19_lead_aVF.pkl,500,19
19_lead_aVL.pkl,19_lead_aVL.pkl,500,19
19_lead_aVR.pkl,19_lead_aVR.pkl,500,19
191_lead_I.pkl,191_lead_I.pkl,500,191
191_lead_II.pkl,191_lead_II.pkl,500,191
191_lead_III.pkl,191_lead_III.pkl,500,191
191_lead_V1.pkl,191_lead_V1.pkl,500,191
191_lead_V2.pkl,191_lead_V2.pkl,500,191
191_lead_V3.pkl,191_lead_V3.pkl,500,191
191_lead_V4.pkl,191_lead_V4.pkl,500,191
191_lead_V5.pkl,191_lead_V5.pkl,500,191
191_lead_V6.pkl,191_lead_V6.pkl,500,191
191_lead_aVF.pkl,191_lead_aVF.pkl,500,191
191_lead_aVL.pkl,191_lead_aVL.pkl,500,191
191_lead_aVR.pkl,191_lead_aVR.pkl,500,191
193_lead_I.pkl,193_lead_I.pkl,500,193
193_lead_II.pkl,193_lead_II.pkl,500,193
193_lead_III.pkl,193_lead_III.pkl,500,193
193_lead_V1.pkl,193_lead_V1.pkl,500,193
193_lead_V2.pkl,193_lead_V2.pkl,500,193
193_lead_V3.pkl,193_lead_V3.pkl,500,193
193_lead_V4.pkl,193_lead_V4.pkl,500,193
193_lead_V5.pkl,193_lead_V5.pkl,500,193
193_lead_V6.pkl,193_lead_V6.pkl,500,193
193_lead_aVF.pkl,193_lead_aVF.pkl,500,193
193_lead_aVL.pkl,193_lead_aVL.pkl,500,193
193_lead_aVR.pkl,193_lead_aVR.pkl,500,193
195_lead_I.pkl,195_lead_I.pkl,500,195
195_lead_II.pkl,195_lead_II.pkl,500,195
195_lead_III.pkl,195_lead_III.pkl,500,195
195_lead_V1.pkl,195_lead_V1.pkl,500,195
195_lead_V2.pkl,195_lead_V2.pkl,500,195
195_lead_V3.pkl,195_lead_V3.pkl,500,195
195_lead_V4.pkl,195_lead_V4.pkl,500,195
195_lead_V5.pkl,195_lead_V5.pkl,500,195
195_lead_V6.pkl,195_lead_V6.pkl,500,195
195_lead_aVF.pkl,195_lead_aVF.pkl,500,195
195_lead_aVL.pkl,195_lead_aVL.pkl,500,195
195_lead_aVR.pkl,195_lead_aVR.pkl,500,195
197_lead_I.pkl,197_lead_I.pkl,500,197
197_lead_II.pkl,197_lead_II.pkl,500,197
197_lead_III.pkl,197_lead_III.pkl,500,197
197_lead_V1.pkl,197_lead_V1.pkl,500,197
197_lead_V2.pkl,197_lead_V2.pkl,500,197
197_lead_V3.pkl,197_lead_V3.pkl,500,197
197_lead_V4.pkl,197_lead_V4.pkl,500,197
197_lead_V5.pkl,197_lead_V5.pkl,500,197
197_lead_V6.pkl,197_lead_V6.pkl,500,197
197_lead_aVF.pkl,197_lead_aVF.pkl,500,197
197_lead_aVL.pkl,197_lead_aVL.pkl,500,197
197_lead_aVR.pkl,197_lead_aVR.pkl,500,197
25_lead_I.pkl,25_lead_I.pkl,500,25
25_lead_II.pkl,25_lead_II.pkl,500,25
25_lead_III.pkl,25_lead_III.pkl,500,25
25_lead_V1.pkl,25_lead_V1.pkl,500,25
25_lead_V2.pkl,25_lead_V2.pkl,500,25
25_lead_V3.pkl,25_lead_V3.pkl,500,25
25_lead_V4.pkl,25_lead_V4.pkl,500,25
25_lead_V5.pkl,25_lead_V5.pkl,500,25
25_lead_V6.pkl,25_lead_V6.pkl,500,25
25_lead_aVF.pkl,25_lead_aVF.pkl,500,25
25_lead_aVL.pkl,25_lead_aVL.pkl,500,25
25_lead_aVR.pkl,25_lead_aVR.pkl,500,25
32_lead_I.pkl,32_lead_I.pkl,500,32
32_lead_II.pkl,32_lead_II.pkl,500,32
32_lead_III.pkl,32_lead_III.pkl,500,32
32_lead_V1.pkl,32_lead_V1.pkl,500,32
32_lead_V2.pkl,32_lead_V2.pkl,500,32
32_lead_V3.pkl,32_lead_V3.pkl,500,32
32_lead_V4.pkl,32_lead_V4.pkl,500,32
32_lead_V5.pkl,32_lead_V5.pkl,500,32
32_lead_V6.pkl,32_lead_V6.pkl,500,32
32_lead_aVF.pkl,32_lead_aVF.pkl,500,32
32_lead_aVL.pkl,32_lead_aVL.pkl,500,32
32_lead_aVR.pkl,32_lead_aVR.pkl,500,32
37_lead_I.pkl,37_lead_I.pkl,500,37
37_lead_II.pkl,37_lead_II.pkl,500,37
37_lead_III.pkl,37_lead_III.pkl,500,37
37_lead_V1.pkl,37_lead_V1.pkl,500,37
37_lead_V2.pkl,37_lead_V2.pkl,500,37
37_lead_V3.pkl,37_lead_V3.pkl,500,37
37_lead_V4.pkl,37_lead_V4.pkl,500,37
37_lead_V5.pkl,37_lead_V5.pkl,500,37
37_lead_V6.pkl,37_lead_V6.pkl,500,37
37_lead_aVF.pkl,37_lead_aVF.pkl,500,37
37_lead_aVL.pkl,37_lead_aVL.pkl,500,37
37_lead_aVR.pkl,37_lead_aVR.pkl,500,37
42_lead_I.pkl,42_lead_I.pkl,500,42
42_lead_II.pkl,42_lead_II.pkl,500,42
42_lead_III.pkl,42_lead_III.pkl,500,42
42_lead_V1.pkl,42_lead_V1.pkl,500,42
42_lead_V2.pkl,42_lead_V2.pkl,500,42
42_lead_V3.pkl,42_lead_V3.pkl,500,42
42_lead_V4.pkl,42_lead_V4.pkl,500,42
42_lead_V5.pkl,42_lead_V5.pkl,500,42
42_lead_V6.pkl,42_lead_V6.pkl,500,42
42_lead_aVF.pkl,42_lead_aVF.pkl,500,42
42_lead_aVL.pkl,42_lead_aVL.pkl,500,42
42_lead_aVR.pkl,42_lead_aVR.pkl,500,42
