waveform,label,sample_rate,ID
1_lead_I.pkl,1_lead_I.pkl,500,1
1_lead_II.pkl,1_lead_II.pkl,500,1
1_lead_III.pkl,1_lead_III.pkl,500,1
1_lead_V1.pkl,1_lead_V1.pkl,500,1
1_lead_V2.pkl,1_lead_V2.pkl,500,1
1_lead_V3.pkl,1_lead_V3.pkl,500,1
1_lead_V4.pkl,1_lead_V4.pkl,500,1
1_lead_V5.pkl,1_lead_V5.pkl,500,1
1_lead_V6.pkl,1_lead_V6.pkl,500,1
1_lead_aVF.pkl,1_lead_aVF.pkl,500,1
1_lead_aVL.pkl,1_lead_aVL.pkl,500,1
1_lead_aVR.pkl,1_lead_aVR.pkl,500,1
10_lead_I.pkl,10_lead_I.pkl,500,10
10_lead_II.pkl,10_lead_II.pkl,500,10
10_lead_III.pkl,10_lead_III.pkl,500,10
10_lead_V1.pkl,10_lead_V1.pkl,500,10
10_lead_V2.pkl,10_lead_V2.pkl,500,10
10_lead_V3.pkl,10_lead_V3.pkl,500,10
10_lead_V4.pkl,10_lead_V4.pkl,500,10
10_lead_V5.pkl,10_lead_V5.pkl,500,10
10_lead_V6.pkl,10_lead_V6.pkl,500,10
10_lead_aVF.pkl,10_lead_aVF.pkl,500,10
10_lead_aVL.pkl,10_lead_aVL.pkl,500,10
10_lead_aVR.pkl,10_lead_aVR.pkl,500,10
100_lead_I.pkl,100_lead_I.pkl,500,100
100_lead_II.pkl,100_lead_II.pkl,500,100
100_lead_III.pkl,100_lead_III.pkl,500,100
100_lead_V1.pkl,100_lead_V1.pkl,500,100
100_lead_V2.pkl,100_lead_V2.pkl,500,100
100_lead_V3.pkl,100_lead_V3.pkl,500,100
100_lead_V4.pkl,100_lead_V4.pkl,500,100
100_lead_V5.pkl,100_lead_V5.pkl,500,100
100_lead_V6.pkl,100_lead_V6.pkl,500,100
100_lead_aVF.pkl,100_lead_aVF.pkl,500,100
100_lead_aVL.pkl,100_lead_aVL.pkl,500,100
100_lead_aVR.pkl,100_lead_aVR.pkl,500,100
101_lead_I.pkl,101_lead_I.pkl,500,101
101_lead_II.pkl,101_lead_II.pkl,500,101
101_lead_III.pkl,101_lead_III.pkl,500,101
101_lead_V1.pkl,101_lead_V1.pkl,500,101
101_lead_V2.pkl,101_lead_V2.pkl,500,101
101_lead_V3.pkl,101_lead_V3.pkl,500,101
101_lead_V4.pkl,101_lead_V4.pkl,500,101
101_lead_V5.pkl,101_lead_V5.pkl,500,101
101_lead_V6.pkl,101_lead_V6.pkl,500,101
101_lead_aVF.pkl,101_lead_aVF.pkl,500,101
101_lead_aVL.pkl,101_lead_aVL.pkl,500,101
101_lead_aVR.pkl,101_lead_aVR.pkl,500,101
106_lead_I.pkl,106_lead_I.pkl,500,106
106_lead_II.pkl,106_lead_II.pkl,500,106
106_lead_III.pkl,106_lead_III.pkl,500,106
106_lead_V1.pkl,106_lead_V1.pkl,500,106
106_lead_V2.pkl,106_lead_V2.pkl,500,106
106_lead_V3.pkl,106_lead_V3.pkl,500,106
106_lead_V4.pkl,106_lead_V4.pkl,500,106
106_lead_V5.pkl,106_lead_V5.pkl,500,106
106_lead_V6.pkl,106_lead_V6.pkl,500,106
106_lead_aVF.pkl,106_lead_aVF.pkl,500,106
106_lead_aVL.pkl,106_lead_aVL.pkl,500,106
106_lead_aVR.pkl,106_lead_aVR.pkl,500,106
108_lead_I.pkl,108_lead_I.pkl,500,108
108_lead_II.pkl,108_lead_II.pkl,500,108
108_lead_III.pkl,108_lead_III.pkl,500,108
108_lead_V1.pkl,108_lead_V1.pkl,500,108
108_lead_V2.pkl,108_lead_V2.pkl,500,108
108_lead_V3.pkl,108_lead_V3.pkl,500,108
108_lead_V4.pkl,108_lead_V4.pkl,500,108
108_lead_V5.pkl,108_lead_V5.pkl,500,108
108_lead_V6.pkl,108_lead_V6.pkl,500,108
108_lead_aVF.pkl,108_lead_aVF.pkl,500,108
108_lead_aVL.pkl,108_lead_aVL.pkl,500,108
108_lead_aVR.pkl,108_lead_aVR.pkl,500,108
110_lead_I.pkl,110_lead_I.pkl,500,110
110_lead_II.pkl,110_lead_II.pkl,500,110
110_lead_III.pkl,110_lead_III.pkl,500,110
110_lead_V1.pkl,110_lead_V1.pkl,500,110
110_lead_V2.pkl,110_lead_V2.pkl,500,110
110_lead_V3.pkl,110_lead_V3.pkl,500,110
110_lead_V4.pkl,110_lead_V4.pkl,500,110
110_lead_V5.pkl,110_lead_V5.pkl,500,110
110_lead_V6.pkl,110_lead_V6.pkl,500,110
110_lead_aVF.pkl,110_lead_aVF.pkl,500,110
110_lead_aVL.pkl,110_lead_aVL.pkl,500,110
110_lead_aVR.pkl,110_lead_aVR.pkl,500,110
119_lead_I.pkl,119_lead_I.pkl,500,119
119_lead_II.pkl,119_lead_II.pkl,500,119
119_lead_III.pkl,119_lead_III.pkl,500,119
119_lead_V1.pkl,119_lead_V1.pkl,500,119
119_lead_V2.pkl,119_lead_V2.pkl,500,119
119_lead_V3.pkl,119_lead_V3.pkl,500,119
119_lead_V4.pkl,119_lead_V4.pkl,500,119
119_lead_V5.pkl,119_lead_V5.pkl,500,119
119_lead_V6.pkl,119_lead_V6.pkl,500,119
119_lead_aVF.pkl,119_lead_aVF.pkl,500,119
119_lead_aVL.pkl,119_lead_aVL.pkl,500,119
119_lead_aVR.pkl,119_lead_aVR.pkl,500,119
12_lead_I.pkl,12_lead_I.pkl,500,12
12_lead_II.pkl,12_lead_II.pkl,500,12
12_lead_III.pkl,12_lead_III.pkl,500,12
12_lead_V1.pkl,12_lead_V1.pkl,500,12
12_lead_V2.pkl,12_lead_V2.pkl,500,12
12_lead_V3.pkl,12_lead_V3.pkl,500,12
12_lead_V4.pkl,12_lead_V4.pkl,500,12
12_lead_V5.pkl,12_lead_V5.pkl,500,12
12_lead_V6.pkl,12_lead_V6.pkl,500,12
12_lead_aVF.pkl,12_lead_aVF.pkl,500,12
12_lead_aVL.pkl,12_lead_aVL.pkl,500,12
12_lead_aVR.pkl,12_lead_aVR.pkl,500,12
121_lead_I.pkl,121_lead_I.pkl,500,121
121_lead_II.pkl,121_lead_II.pkl,500,121
121_lead_III.pkl,121_lead_III.pkl,500,121
121_lead_V1.pkl,121_lead_V1.pkl,500,121
121_lead_V2.pkl,121_lead_V2.pkl,500,121
121_lead_V3.pkl,121_lead_V3.pkl,500,121
121_lead_V4.pkl,121_lead_V4.pkl,500,121
121_lead_V5.pkl,121_lead_V5.pkl,500,121
121_lead_V6.pkl,121_lead_V6.pkl,500,121
121_lead_aVF.pkl,121_lead_aVF.pkl,500,121
121_lead_aVL.pkl,121_lead_aVL.pkl,500,121
121_lead_aVR.pkl,121_lead_aVR.pkl,500,121
127_lead_I.pkl,127_lead_I.pkl,500,127
127_lead_II.pkl,127_lead_II.pkl,500,127
127_lead_III.pkl,127_lead_III.pkl,500,127
127_lead_V1.pkl,127_lead_V1.pkl,500,127
127_lead_V2.pkl,127_lead_V2.pkl,500,127
127_lead_V3.pkl,127_lead_V3.pkl,500,127
127_lead_V4.pkl,127_lead_V4.pkl,500,127
127_lead_V5.pkl,127_lead_V5.pkl,500,127
127_lead_V6.pkl,127_lead_V6.pkl,500,127
127_lead_aVF.pkl,127_lead_aVF.pkl,500,127
127_lead_aVL.pkl,127_lead_aVL.pkl,500,127
127_lead_aVR.pkl,127_lead_aVR.pkl,500,127
131_lead_I.pkl,131_lead_I.pkl,500,131
131_lead_II.pkl,131_lead_II.pkl,500,131
131_lead_III.pkl,131_lead_III.pkl,500,131
131_lead_V1.pkl,131_lead_V1.pkl,500,131
131_lead_V2.pkl,131_lead_V2.pkl,500,131
131_lead_V3.pkl,131_lead_V3.pkl,500,131
131_lead_V4.pkl,131_lead_V4.pkl,500,131
131_lead_V5.pkl,131_lead_V5.pkl,500,131
131_lead_V6.pkl,131_lead_V6.pkl,500,131
131_lead_aVF.pkl,131_lead_aVF.pkl,500,131
131_lead_aVL.pkl,131_lead_aVL.pkl,500,131
131_lead_aVR.pkl,131_lead_aVR.pkl,500,131
133_lead_I.pkl,133_lead_I.pkl,500,133
133_lead_II.pkl,133_lead_II.pkl,500,133
133_lead_III.pkl,133_lead_III.pkl,500,133
133_lead_V1.pkl,133_lead_V1.pkl,500,133
133_lead_V2.pkl,133_lead_V2.pkl,500,133
133_lead_V3.pkl,133_lead_V3.pkl,500,133
133_lead_V4.pkl,133_lead_V4.pkl,500,133
133_lead_V5.pkl,133_lead_V5.pkl,500,133
133_lead_V6.pkl,133_lead_V6.pkl,500,133
133_lead_aVF.pkl,133_lead_aVF.pkl,500,133
133_lead_aVL.pkl,133_lead_aVL.pkl,500,133
133_lead_aVR.pkl,133_lead_aVR.pkl,500,133
136_lead_I.pkl,136_lead_I.pkl,500,136
136_lead_II.pkl,136_lead_II.pkl,500,136
136_lead_III.pkl,136_lead_III.pkl,500,136
136_lead_V1.pkl,136_lead_V1.pkl,500,136
136_lead_V2.pkl,136_lead_V2.pkl,500,136
136_lead_V3.pkl,136_lead_V3.pkl,500,136
136_lead_V4.pkl,136_lead_V4.pkl,500,136
136_lead_V5.pkl,136_lead_V5.pkl,500,136
136_lead_V6.pkl,136_lead_V6.pkl,500,136
136_lead_aVF.pkl,136_lead_aVF.pkl,500,136
136_lead_aVL.pkl,136_lead_aVL.pkl,500,136
136_lead_aVR.pkl,136_lead_aVR.pkl,500,136
137_lead_I.pkl,137_lead_I.pkl,500,137
137_lead_II.pkl,137_lead_II.pkl,500,137
137_lead_III.pkl,137_lead_III.pkl,500,137
137_lead_V1.pkl,137_lead_V1.pkl,500,137
137_lead_V2.pkl,137_lead_V2.pkl,500,137
137_lead_V3.pkl,137_lead_V3.pkl,500,137
137_lead_V4.pkl,137_lead_V4.pkl,500,137
137_lead_V5.pkl,137_lead_V5.pkl,500,137
137_lead_V6.pkl,137_lead_V6.pkl,500,137
137_lead_aVF.pkl,137_lead_aVF.pkl,500,137
137_lead_aVL.pkl,137_lead_aVL.pkl,500,137
137_lead_aVR.pkl,137_lead_aVR.pkl,500,137
138_lead_I.pkl,138_lead_I.pkl,500,138
138_lead_II.pkl,138_lead_II.pkl,500,138
138_lead_III.pkl,138_lead_III.pkl,500,138
138_lead_V1.pkl,138_lead_V1.pkl,500,138
138_lead_V2.pkl,138_lead_V2.pkl,500,138
138_lead_V3.pkl,138_lead_V3.pkl,500,138
138_lead_V4.pkl,138_lead_V4.pkl,500,138
138_lead_V5.pkl,138_lead_V5.pkl,500,138
138_lead_V6.pkl,138_lead_V6.pkl,500,138
138_lead_aVF.pkl,138_lead_aVF.pkl,500,138
138_lead_aVL.pkl,138_lead_aVL.pkl,500,138
138_lead_aVR.pkl,138_lead_aVR.pkl,500,138
143_lead_I.pkl,143_lead_I.pkl,500,143
143_lead_II.pkl,143_lead_II.pkl,500,143
143_lead_III.pkl,143_lead_III.pkl,500,143
143_lead_V1.pkl,143_lead_V1.pkl,500,143
143_lead_V2.pkl,143_lead_V2.pkl,500,143
143_lead_V3.pkl,143_lead_V3.pkl,500,143
143_lead_V4.pkl,143_lead_V4.pkl,500,143
143_lead_V5.pkl,143_lead_V5.pkl,500,143
143_lead_V6.pkl,143_lead_V6.pkl,500,143
143_lead_aVF.pkl,143_lead_aVF.pkl,500,143
143_lead_aVL.pkl,143_lead_aVL.pkl,500,143
143_lead_aVR.pkl,143_lead_aVR.pkl,500,143
146_lead_I.pkl,146_lead_I.pkl,500,146
146_lead_II.pkl,146_lead_II.pkl,500,146
146_lead_III.pkl,146_lead_III.pkl,500,146
146_lead_V1.pkl,146_lead_V1.pkl,500,146
146_lead_V2.pkl,146_lead_V2.pkl,500,146
146_lead_V3.pkl,146_lead_V3.pkl,500,146
146_lead_V4.pkl,146_lead_V4.pkl,500,146
146_lead_V5.pkl,146_lead_V5.pkl,500,146
146_lead_V6.pkl,146_lead_V6.pkl,500,146
146_lead_aVF.pkl,146_lead_aVF.pkl,500,146
146_lead_aVL.pkl,146_lead_aVL.pkl,500,146
146_lead_aVR.pkl,146_lead_aVR.pkl,500,146
148_lead_I.pkl,148_lead_I.pkl,500,148
148_lead_II.pkl,148_lead_II.pkl,500,148
148_lead_III.pkl,148_lead_III.pkl,500,148
148_lead_V1.pkl,148_lead_V1.pkl,500,148
148_lead_V2.pkl,148_lead_V2.pkl,500,148
148_lead_V3.pkl,148_lead_V3.pkl,500,148
148_lead_V4.pkl,148_lead_V4.pkl,500,148
148_lead_V5.pkl,148_lead_V5.pkl,500,148
148_lead_V6.pkl,148_lead_V6.pkl,500,148
148_lead_aVF.pkl,148_lead_aVF.pkl,500,148
148_lead_aVL.pkl,148_lead_aVL.pkl,500,148
148_lead_aVR.pkl,148_lead_aVR.pkl,500,148
149_lead_I.pkl,149_lead_I.pkl,500,149
149_lead_II.pkl,149_lead_II.pkl,500,149
149_lead_III.pkl,149_lead_III.pkl,500,149
149_lead_V1.pkl,149_lead_V1.pkl,500,149
149_lead_V2.pkl,149_lead_V2.pkl,500,149
149_lead_V3.pkl,149_lead_V3.pkl,500,149
149_lead_V4.pkl,149_lead_V4.pkl,500,149
149_lead_V5.pkl,149_lead_V5.pkl,500,149
149_lead_V6.pkl,149_lead_V6.pkl,500,149
149_lead_aVF.pkl,149_lead_aVF.pkl,500,149
149_lead_aVL.pkl,149_lead_aVL.pkl,500,149
149_lead_aVR.pkl,149_lead_aVR.pkl,500,149
15_lead_I.pkl,15_lead_I.pkl,500,15
15_lead_II.pkl,15_lead_II.pkl,500,15
15_lead_III.pkl,15_lead_III.pkl,500,15
15_lead_V1.pkl,15_lead_V1.pkl,500,15
15_lead_V2.pkl,15_lead_V2.pkl,500,15
15_lead_V3.pkl,15_lead_V3.pkl,500,15
15_lead_V4.pkl,15_lead_V4.pkl,500,15
15_lead_V5.pkl,15_lead_V5.pkl,500,15
15_lead_V6.pkl,15_lead_V6.pkl,500,15
15_lead_aVF.pkl,15_lead_aVF.pkl,500,15
15_lead_aVL.pkl,15_lead_aVL.pkl,500,15
15_lead_aVR.pkl,15_lead_aVR.pkl,500,15
156_lead_I.pkl,156_lead_I.pkl,500,156
156_lead_II.pkl,156_lead_II.pkl,500,156
156_lead_III.pkl,156_lead_III.pkl,500,156
156_lead_V1.pkl,156_lead_V1.pkl,500,156
156_lead_V2.pkl,156_lead_V2.pkl,500,156
156_lead_V3.pkl,156_lead_V3.pkl,500,156
156_lead_V4.pkl,156_lead_V4.pkl,500,156
156_lead_V5.pkl,156_lead_V5.pkl,500,156
156_lead_V6.pkl,156_lead_V6.pkl,500,156
156_lead_aVF.pkl,156_lead_aVF.pkl,500,156
156_lead_aVL.pkl,156_lead_aVL.pkl,500,156
156_lead_aVR.pkl,156_lead_aVR.pkl,500,156
158_lead_I.pkl,158_lead_I.pkl,500,158
158_lead_II.pkl,158_lead_II.pkl,500,158
158_lead_III.pkl,158_lead_III.pkl,500,158
158_lead_V1.pkl,158_lead_V1.pkl,500,158
158_lead_V2.pkl,158_lead_V2.pkl,500,158
158_lead_V3.pkl,158_lead_V3.pkl,500,158
158_lead_V4.pkl,158_lead_V4.pkl,500,158
158_lead_V5.pkl,158_lead_V5.pkl,500,158
158_lead_V6.pkl,158_lead_V6.pkl,500,158
158_lead_aVF.pkl,158_lead_aVF.pkl,500,158
158_lead_aVL.pkl,158_lead_aVL.pkl,500,158
158_lead_aVR.pkl,158_lead_aVR.pkl,500,158
161_lead_I.pkl,161_lead_I.pkl,500,161
161_lead_II.pkl,161_lead_II.pkl,500,161
161_lead_III.pkl,161_lead_III.pkl,500,161
161_lead_V1.pkl,161_lead_V1.pkl,500,161
161_lead_V2.pkl,161_lead_V2.pkl,500,161
161_lead_V3.pkl,161_lead_V3.pkl,500,161
161_lead_V4.pkl,161_lead_V4.pkl,500,161
161_lead_V5.pkl,161_lead_V5.pkl,500,161
161_lead_V6.pkl,161_lead_V6.pkl,500,161
161_lead_aVF.pkl,161_lead_aVF.pkl,500,161
161_lead_aVL.pkl,161_lead_aVL.pkl,500,161
161_lead_aVR.pkl,161_lead_aVR.pkl,500,161
164_lead_I.pkl,164_lead_I.pkl,500,164
164_lead_II.pkl,164_lead_II.pkl,500,164
164_lead_III.pkl,164_lead_III.pkl,500,164
164_lead_V1.pkl,164_lead_V1.pkl,500,164
164_lead_V2.pkl,164_lead_V2.pkl,500,164
164_lead_V3.pkl,164_lead_V3.pkl,500,164
164_lead_V4.pkl,164_lead_V4.pkl,500,164
164_lead_V5.pkl,164_lead_V5.pkl,500,164
164_lead_V6.pkl,164_lead_V6.pkl,500,164
164_lead_aVF.pkl,164_lead_aVF.pkl,500,164
164_lead_aVL.pkl,164_lead_aVL.pkl,500,164
164_lead_aVR.pkl,164_lead_aVR.pkl,500,164
